Business Name,Category,City,State/Province,Country,Phone,Contact Name,Notes
"""Grand Power Wash""",Pressure Washing,Cedar Rapids,Iowa,USA,(641) 311-8654,Teresa Torres,Houzz profile. No own website.
"""Ace Window Cleaning""",Window Cleaning,Kelowna,British Columbia,Canada,(250) 367-1007,Elena Andersen,Phone orders only.
"""Valley Concrete Co.""",Concrete,Columbia,Missouri,USA,(573) 335-8663,Carlos Ouellet,"Lettered truck, no site."
"""Heritage Pastries""",Bakery,Sherbrooke,Quebec,Canada,(514) 883-9932,Karen Cox,Old Yellow Pages ad.
"""Pinecrest Hardwood Floors""",Hardwood Flooring,Santa Fe,New Mexico,USA,(505) 605-5817,Teresa Lee,Thumbtack profile only.
"""Lone Pine Lawn Maintenance""",Lawn Care,Athens,Georgia,USA,(478) 898-5098,Mei White,Yellow Pages listing.
"""Northgate Dog Grooming""",Dog Grooming,Langley,British Columbia,Canada,(778) 883-9411,Sharon Boyd,Flyers and referrals.
"""Action Auto Glass""",Auto Glass,Tallahassee,Florida,USA,(407) 304-4168,Pete Gauthier,Angie's List profile.
"""Cornerstone Ink Studio""",Tattoo Parlour,Bellingham,Washington,USA,(425) 948-8175,Kendall Hamilton,Lawn signs and referrals.
"""East Side Furniture Repair""",Furniture Repair,Milwaukee,Wisconsin,USA,(920) 526-7691,Phil Ouellet,Google Maps listing only.
"""Open Range Home Repair""",Handyman,Bozeman,Montana,USA,(406) 612-2949,Chris Morin,Local newspaper ads only.
"""Lakeshore Fitness Training""",Personal Training,Wilmington,Delaware,USA,(302) 215-6981,Carlos Marshall,Facebook page only.
"""Colonial Stucco & Plaster""",Stucco,Oakville,Ontario,Canada,(905) 535-3608,Teresa Cooper,No digital presence whatsoever.
"""Action Pet Grooming""",Dog Grooming,Lubbock,Texas,USA,(915) 471-7634,Terrell Hunter,Listed on Bark.com only.
"""North Eavestrough""",Gutter Cleaning,Hialeah,Florida,USA,(386) 535-7519,Carmen Lewis,Local newspaper ads only.
"""Oakridge Timepiece Repair""",Watch Repair,Oxnard,California,USA,(619) 495-9957,Carlos Simpson,Google Maps listing only.
"""Alpine Automotive""",Auto Repair,Carmel,Indiana,USA,(260) 878-9884,Gary Kapoor,"Old Tripod site, not maintained."
"""Mountain High Cycle Shop""",Bicycle Repair,Newark,New Jersey,USA,(856) 953-9391,Donna Simmons,The Knot listed but no own site.
"""Riverside Notary Services""",Notary,Jacksonville,Florida,USA,(941) 969-1586,Mei Graham,Referrals and repeat customers only.
"""High Plains Aquarium Service""",Aquarium Service,Columbus,Georgia,USA,(762) 689-4211,Carlos Chiasson,Houzz profile. No own website.
"""All Star Piano Service""",Piano Tuning,Sterling Heights,Michigan,USA,(906) 265-8559,Wei Fisher,"Lettered truck, no site."
"""Mission Accounting Services""",Bookkeeping,London,Ontario,Canada,(613) 646-9287,Terrell Rogers,"Lettered truck, no site."
"""Clearwater Small Engine & Mower""",Lawn Mower Repair,Baton Rouge,Louisiana,USA,(225) 858-9718,Darnell Park,Facebook check-ins.
"""A-1 Driver Training""",Driving School,Guelph,Ontario,Canada,(647) 577-1849,Gloria Nielsen,Postcards and flyers.
"""Seaside Floor Installation""",Flooring Installation,Stockton,California,USA,(510) 902-8481,Denis Fisher,Listed on Bark.com only.
"""South Side Landscaping""",Landscaping,Stockton,California,USA,(310) 997-6613,Elena Patterson,Walk-in traffic only.
"""Countryside Pool Care""",Pool Maintenance,Newark,New Jersey,USA,(732) 343-6783,Gord Henry,In business 20+ years. No web presence.
"""Ridgeline Welding""",Welding,Sterling Heights,Michigan,USA,(906) 475-7412,Brenda Nielsen,Lawn signs and referrals.
"""Northern Restoration Services""",Water Damage Restoration,Dearborn,Michigan,USA,(517) 281-6371,Tim Hamilton,Instagram only.
"""Tidewater Waxing & Threading""",Waxing Studio,Charleston,South Carolina,USA,(843) 613-4631,Angela Hamilton,Lawn signs and referrals.
"""Prairie Fix-It Services""",Handyman,Kitchener,Ontario,Canada,(613) 308-7409,Tim Brooks,Walk-in traffic only.
"""Riverside Window Replacement""",Window Installation,Bakersfield,California,USA,(818) 772-6314,Darnell Jenkins,Google Maps listing only.
"""Valley View Accounting Services""",Bookkeeping,Pittsburgh,Pennsylvania,USA,(412) 513-2965,Ying Coleman,Thumbtack profile only.
"""Big Sky Hydroseeding""",Hydroseeding,Trois-Rivieres,Quebec,Canada,(514) 403-9544,Wanda Sharma,Facebook group only.
"""First Choice Alterations""",Tailoring/Alterations,Bellevue,Nebraska,USA,(402) 290-6328,Tony West,Old Yellow Pages ad.
"""Green Chiro & Wellness""",Chiropractic,Rockford,Illinois,USA,(309) 574-4513,Nicole Nelson,Existing site broken since 2018.
"""Broad Street Physiotherapy""",Physiotherapy,Guelph,Ontario,Canada,(416) 216-5354,Dwayne Hunter,Door-to-door flyers.
"""Forest Security""",Security Systems,Rockford,Illinois,USA,(630) 830-9670,Rick Wallace,Kijiji ads only.
"""Midland Home Security""",Security Systems,Guelph,Ontario,Canada,(647) 975-8831,Kevin Kapoor,Facebook page only.
"""Clearwater Pool Service""",Pool Maintenance,Austin,Texas,USA,(956) 556-7589,Darius Bergeron,Flyers and referrals.
"""Green Valley Flooring Solutions""",Flooring Installation,Wichita,Kansas,USA,(785) 991-9297,Dr. Dwayne Murray,Existing site broken since 2018.
"""Northland Sign Shop""",Sign Making,Medicine Hat,Alberta,Canada,(403) 704-6535,Jin Simmons,Thumbtack profile only.
"""Northside Fix-It Services""",Handyman,Raleigh,North Carolina,USA,(910) 929-5719,Troy West,Instagram only.
"""Gold Star Nail Studio""",Nail Salon,Fishers,Indiana,USA,(463) 540-1416,Sandy Allen,Phone book listing.
"""American Duct Cleaning""",Duct Cleaning,Anchorage,Alaska,USA,(907) 800-4802,Cindy Gonzales,Craigslist ads.
"""Riverbend Moving""",Moving,Cedar Rapids,Iowa,USA,(319) 531-6569,Dr. Fatima Russell,"Radio ads, no web."
"""Desert Grounds Care""",Landscaping,Cambridge,Ontario,Canada,(416) 490-5968,Natasha Koskinen,Old Yellow Pages ad.
"""North Country HVAC Duct Service""",Duct Cleaning,Brantford,Ontario,Canada,(705) 702-3360,Rene Ellis,"Lettered truck, no site."
"""Liberty Air Duct Cleaning""",Duct Cleaning,Independence,Missouri,USA,(816) 623-3452,Floyd Hamalainen,Facebook page only.
"""Mountainview Deck Construction""",Deck Building,Lubbock,Texas,USA,(254) 738-4578,Elena Jordan,Instagram only.
"""Capital City Small Engine Repair""",Small Engine Repair,Ottawa,Ontario,Canada,(613) 346-1116,Sofia Thompson,Family-run shop. Facebook only.
"""Atlas Wood Flooring""",Hardwood Flooring,Savannah,Georgia,USA,(762) 468-9020,John Wright,Flyers and referrals.
"""Meadowbrook Oil & Filter""",Oil Change,Timmins,Ontario,Canada,(519) 613-9498,Jim Lafleur,No digital presence whatsoever.
"""Country Daycare""",Daycare,Airdrie,Alberta,Canada,(780) 964-6950,Nadia Roy,The Knot listed but no own site.
"""Midwest Notary Services""",Notary,Buffalo,New York,USA,(212) 533-3333,Yves Reed,In business 20+ years. No web presence.
"""Willow Power Washing Co.""",Pressure Washing,Sydney,Nova Scotia,Canada,(902) 947-2675,Dale Fisher,No social media. No web.
"""Countryside Arborist""",Tree Service,Sudbury,Ontario,Canada,(416) 668-4523,Sandy Grant,Nextdoor referrals only.
"""Old Town Aquarium Service""",Aquarium Service,Springfield,Missouri,USA,(417) 790-4507,Tom Diaz,Existing site broken since 2018.
"""Brookside Custom Blinds""",Blinds & Shutters,Frederick,Maryland,USA,(240) 855-5967,Dwayne Diaz,HomeStars profile only.
"""Colonial Catering Co.""",Catering,Sudbury,Ontario,Canada,(705) 450-9850,Elena Diaz,Yard signs only.
"""Golden Tile Installation""",Tile Installation,Vaughan,Ontario,Canada,(705) 674-9078,Brent Campbell,Lawn signs and referrals.
"""Frontier Auto Service""",Auto Repair,Norfolk,Virginia,USA,(804) 459-9161,Chris Kim,In business 20+ years. No web presence.
"""Countryside Small Engine & Mower""",Lawn Mower Repair,Peoria,Illinois,USA,(815) 378-8211,Dr. Sasha Tucker,Craigslist ads.
"""Green Valley Auto Service""",Auto Repair,Bridgeport,Connecticut,USA,(860) 315-4510,Blake Bergeron,"Lettered truck, no site."
"""Coastal Small Engine Repair""",Small Engine Repair,Reading,Pennsylvania,USA,(878) 970-2614,Dr. Donna Rogers,Phone book listing.
"""Keystone Signage""",Sign Making,El Paso,Texas,USA,(214) 245-5346,Jeff Kowalski,The Knot listed but no own site.
"""Mystic Hot Yoga""",Yoga Studio,Abbotsford,British Columbia,Canada,(250) 415-7098,Joyce Tran,Chamber of Commerce directory only.
"""Crossroads Hair Salon""",Hair Salon,San Antonio,Texas,USA,(972) 968-1662,DeShawn Gibson,Nextdoor referrals only.
"""Gold Star Electrical""",Electrician,Charlotte,North Carolina,USA,(910) 312-8540,Denis Grant,Craigslist ads.
"""Diamond Building & Renovation""",General Contracting,Portland,Maine,USA,(207) 858-3743,Dr. Alexei Wright,Yelp + Facebook. No website.
"""Seaside TV Repair""",TV Repair,Knoxville,Tennessee,USA,(629) 869-9378,Pete Foster,Nextdoor referrals only.
"""AAA Bug & Rodent Control""",Pest Control,Livonia,Michigan,USA,(906) 711-2522,Tamara Allen,Google Business profile only.
"""Keystone Concrete""",Concrete,Olathe,Kansas,USA,(620) 361-2934,Pam Heikkinen,Local newspaper ads only.
"""Valley K9 Academy""",Dog Training,Abbotsford,British Columbia,Canada,(250) 889-2462,Lisa White,Kijiji ads only.
"""Lakeshore Concrete""",Concrete,Provo,Utah,USA,(801) 938-1522,Dr. Donna Cooper,Business card and referrals only.
"""Seaside Masonry & Stone""",Masonry,Rapid City,South Dakota,USA,(605) 837-4507,Tyrone Tucker,Word-of-mouth only.
"""Crown Welding & Fabrication""",Welding,Longueuil,Quebec,Canada,(514) 876-3930,Yves Ford,Local newspaper ads only.
"""Willow Academic Tutoring""",Tutoring,Akron,Ohio,USA,(380) 380-2645,Tim Rogers,No digital presence whatsoever.
"""Oakridge Garage Door Service""",Garage Doors,Jonesboro,Arkansas,USA,(501) 208-6351,Wayne MacLeod,Phone book listing.
"""Home Town Gutters""",Gutter Cleaning,Winston-Salem,North Carolina,USA,(910) 558-7234,Steve Shah,Craigslist ads.
"""Direct T-Shirt Printing""",Screen Printing,Huntsville,Alabama,USA,(334) 217-2592,Boris Singh,Lawn signs and referrals.
"""Colonial Chiro & Wellness""",Chiropractic,Elgin,Illinois,USA,(773) 534-9841,Sofia Wells,Walk-in traffic only.
"""Westcoast Paving""",Paving/Asphalt,Oklahoma City,Oklahoma,USA,(405) 960-3558,Jennifer Miller,Google Maps listing only.
"""Apex Insulation Co.""",Insulation,Maple Ridge,British Columbia,Canada,(778) 436-9107,Karen Cole,Postcards and flyers.
"""Plateau Pest Control""",Pest Control,Bangor,Maine,USA,(207) 641-7982,Clyde Hamalainen,Yelp + Facebook. No website.
"""Eagle Ridge Electrical""",Electrician,Vancouver,Washington,USA,(206) 550-6233,Linda Hughes,Angie's List profile.
"""Summit Restoration Services""",Water Damage Restoration,Lafayette,Louisiana,USA,(337) 233-5091,Dave Watson,Yelp listing only.
"""Premier Fence & Gate""",Fencing,Yuma,Arizona,USA,(623) 577-7933,Glen Lavoie,Jane App only. No own website.
"""Hillside Tax Prep""",Tax Preparation,Jacksonville,Florida,USA,(407) 452-5116,Nadia Owens,"Radio ads, no web."
"""Coastal Dethatching""",Power Raking,Idaho Falls,Idaho,USA,(208) 768-1973,Dr. Cody Stevens,Kijiji ads only.
"""Central Embroidery & Monogram""",Embroidery,Barrie,Ontario,Canada,(705) 622-4765,Stephanie Miller,Yellow Pages listing.
"""Flagship Massage Therapy""",Massage Therapy,Newport News,Virginia,USA,(276) 757-1215,Glenda Morgan,Listed on HomeAdvisor only.
"""Main Street Painting""",Painting,Lubbock,Texas,USA,(940) 310-6615,Dr. Debbie Shah,Yelp listing only.
"""Crystal Acupuncture & Wellness""",Acupuncture,Cape Coral,Florida,USA,(727) 255-8568,Bill Ortiz,Lawn signs and referrals.
"""Apple Valley Appliance Service""",Appliance Repair,Port St. Lucie,Florida,USA,(954) 507-4268,Jacques Lapointe,No social media. No web.
"""Sunset Auto Detailing""",Auto Detailing,Springfield,Illinois,USA,(309) 557-9711,Jim Jones,Listed on HomeAdvisor only.
"""Main Street Home Care""",Senior Home Care,Houston,Texas,USA,(210) 409-2974,Dwayne Singh,The Knot listed but no own site.
"""Crystal Plumbing & Drain""",Plumbing,Cranston,Rhode Island,USA,(401) 460-8167,Glen Cook,No social media. No web.
"""Blue Ridge Pet Health""",Pet Clinic,Louisville,Kentucky,USA,(364) 916-8782,Sasha Thompson,Google Maps listing only.
"""First Choice Grounds Care""",Landscaping,New Haven,Connecticut,USA,(475) 841-1408,Brent Wells,Craigslist ads.
"""Apple Valley Sign Shop""",Sign Making,Peoria,Illinois,USA,(331) 238-1321,Shirley Halverson,Referrals and repeat customers only.
"""Eastern Well Drilling""",Well Drilling,Prince Albert,Saskatchewan,Canada,(639) 787-1049,Dmitri Hansen,Facebook check-ins.
"""Granite Hauling & Disposal""",Junk Removal,Jacksonville,Florida,USA,(305) 803-5876,Bill Henderson,Referrals and repeat customers only.
"""Keystone Winter Services""",Snow Removal,Saint John,New Brunswick,Canada,(506) 403-8589,Tyrone Morin,Yelp + Facebook. No website.
"""Lakewood Fish Tank Maintenance""",Aquarium Service,Fort Wayne,Indiana,USA,(463) 301-3432,Natasha Washington,Yard signs only.
"""Apple Valley Yoga & Wellness""",Yoga Studio,Winston-Salem,North Carolina,USA,(743) 378-6280,Rhonda Kim,"Old Tripod site, not maintained."
"""Tri-State Windshield Repair""",Auto Glass,Gulfport,Mississippi,USA,(662) 796-2866,Darius Sorensen,In business 20+ years. No web presence.
"""Bayshore Therapeutic Massage""",Massage Therapy,Mesa,Arizona,USA,(520) 226-4511,Rico Bell,Local newspaper ads only.
"""Meadow Tree Care""",Tree Service,Barrie,Ontario,Canada,(807) 362-1449,Ed King,Family-run shop. Facebook only.
"""Broad Street Embroidery & Monogram""",Embroidery,Camden,New Jersey,USA,(973) 809-9265,Carlos Jordan,Yelp + Facebook. No website.
"""Cascade Massage Therapy""",Massage Therapy,Lexington,Kentucky,USA,(859) 715-5747,Clyde Garcia,Chamber of Commerce directory only.
"""Bayview Salon & Spa""",Hair Salon,Stockton,California,USA,(310) 364-2970,Dale Coleman,Business card and referrals only.
"""North Custom Blinds""",Blinds & Shutters,San Antonio,Texas,USA,(806) 582-8170,Amber Kim,Facebook page only.
"""Atlas Bakery""",Bakery,Rockville,Maryland,USA,(443) 527-8754,Dr. Marco Arsenault,Chamber of Commerce directory only.
"""Crosstown Power Wash""",Pressure Washing,Detroit,Michigan,USA,(616) 293-2376,Dmitri Allen,Flyers and referrals.
"""South Side Salon & Spa""",Hair Salon,Bathurst,New Brunswick,Canada,(506) 773-9268,Roberto Bell,Door-to-door flyers.
"""Palmetto Acupuncture & Wellness""",Acupuncture,Virginia Beach,Virginia,USA,(540) 244-6810,Rhonda Halverson,Lawn signs and referrals.
"""Express Mower Repair""",Lawn Mower Repair,Elgin,Illinois,USA,(630) 245-9099,Misha Wells,The Knot listed but no own site.
"""Country Video Productions""",Videography,Concord,New Hampshire,USA,(603) 541-7183,Mei Larsen,Farmers market vendor only.
"""Palmetto Drywall & Plastering""",Drywall,Surrey,British Columbia,Canada,(604) 819-7908,Wayne Cooper,Family-run shop. Facebook only.
"""Horizon Garage Door Service""",Garage Doors,Waco,Texas,USA,(832) 639-1419,Luis Hamalainen,Postcards and flyers.
"""Golden Valley Massage Therapy""",Massage Therapy,Sydney,Nova Scotia,Canada,(902) 304-7323,Dr. Dan Porter,Door-to-door flyers.
"""Palmetto Auto Service""",Auto Repair,San Antonio,Texas,USA,(325) 200-9233,Keith Long,Listed on Bark.com only.
"""First Choice Signage""",Sign Making,Independence,Missouri,USA,(417) 828-1673,Dale Lafleur,"Old Tripod site, not maintained."
"""Keystone Stonework""",Masonry,Camden,New Jersey,USA,(551) 635-1361,Pam Bergeron,In business 20+ years. No web presence.
"""Bluewater Snow Plowing""",Snow Removal,Dover,Delaware,USA,(302) 800-5067,Greg Ramirez,Farmers market vendor only.
"""Desert Piano & Guitar Lessons""",Music Lessons,Portland,Maine,USA,(207) 936-7678,Keith Nelson,Facebook page only.
"""Empire Handyman""",Handyman,Sterling Heights,Michigan,USA,(248) 610-6446,Pedro Griffin,Google Maps listing only.
"""Foothills Collision Repair""",Auto Body,Austin,Texas,USA,(832) 299-8027,Patty Morris,Facebook check-ins.
"""Crown Academic Tutoring""",Tutoring,Modesto,California,USA,(661) 626-7587,Dr. Jun Long,Craigslist ads.
"""Urban Physiotherapy""",Physiotherapy,Vernon,British Columbia,Canada,(250) 751-9955,Darnell Perez,Family-run shop. Facebook only.
"""Northside Lawn Care""",Lawn Care,Peterborough,Ontario,Canada,(647) 299-5448,Dale Boyd,No digital presence whatsoever.
"""Lakeview Aquarium Service""",Aquarium Service,Yonkers,New York,USA,(607) 841-7169,Melissa Diaz,Angie's List profile.
"""Premier Baked Goods""",Bakery,Charleston,West Virginia,USA,(681) 519-9302,Misha McDonald,Phone orders only.
"""Sunbelt Meal Prep""",Meal Prep,Norman,Oklahoma,USA,(580) 875-1807,Fatima Hamilton,Kijiji ads only.
"""Tidewater Fence Co.""",Fencing,Sioux City,Iowa,USA,(641) 569-5036,Diana Harris,Phone orders only.
"""High Country Flooring""",Flooring Installation,Colorado Springs,Colorado,USA,(303) 432-9811,Dr. Greg Gagnon,The Knot listed but no own site.
"""Diamond Custom Tees""",Screen Printing,Chesapeake,Virginia,USA,(757) 863-3060,Raj Barnes,Yellow Pages listing.
"""Express Hair Studio""",Hair Salon,Regina,Saskatchewan,Canada,(639) 207-1805,Dr. Alain Sharma,Google Maps listing only.
"""Gold Star Laundromat""",Laundromat,Sherbrooke,Quebec,Canada,(450) 383-1769,Hong Lapointe,Old Yellow Pages ad.
"""Southgate Stucco Finishing""",Stucco,Waco,Texas,USA,(737) 620-1819,Natasha Joshi,Facebook check-ins.
"""Family Signs & Graphics""",Sign Making,Appleton,Wisconsin,USA,(534) 701-8259,Bob Bryant,Facebook group only.
"""Open Range Waxing & Threading""",Waxing Studio,Fresno,California,USA,(408) 718-1473,Ping Russell,"Old Tripod site, not maintained."
"""Willow Creek Deck Builders""",Deck Building,Sparks,Nevada,USA,(702) 848-4019,Marco Marshall,Existing site broken since 2018.
"""Apex Handyman""",Handyman,Fargo,North Dakota,USA,(701) 434-1879,Wayne MacDonald,Facebook page only.
"""Continental Courier""",Courier/Delivery,Huntington,West Virginia,USA,(304) 980-8404,Sandy Bailey,"Old Tripod site, not maintained."
"""Suncoast Custom Blinds""",Blinds & Shutters,Prince George,British Columbia,Canada,(778) 827-2103,Charlene Bryant,Phone orders only.
"""Blue Ridge Roofing Co.""",Roofing,Meridian,Idaho,USA,(208) 581-9247,Jin Makinen,Angie's List profile.
"""Ridgeline Waxing & Threading""",Waxing Studio,Brampton,Ontario,Canada,(613) 215-2775,Kevin Johnson,"Radio ads, no web."
"""Keystone Dry Cleaners""",Dry Cleaning,Brampton,Ontario,Canada,(807) 281-3832,Patty Nguyen,Listed on Bark.com only.
"""Magnolia Laundromat""",Laundromat,Dallas,Texas,USA,(936) 618-5310,Roberto Hunter,Flyers and referrals.
"""Big Sky Photography""",Photography,Huntington,West Virginia,USA,(681) 434-8843,Dr. Don Bell,Facebook group only.
"""Heritage Security & Locks""",Locksmith,Green Bay,Wisconsin,USA,(715) 558-3765,Dr. Rene Lafleur,Walk-in traffic only.
"""Cottage Country Water Well Service""",Well Drilling,Barrie,Ontario,Canada,(705) 969-4810,Linda Campbell,Thumbtack profile only.
